书名,作者,状态,种类,总字数,总点击,总推荐,书评分,评价人数,作者等级,作品数,总创作字数,总创作天数,作品荣誉,本月票数,打赏数
一言通天,黑弦,完本,仙侠,405.51,846.85,129.63,8.9,183,    Lv.5 ,5,955.28万,1724,90,8,0
破灭时空,任怨,完本,科幻,344.46,160.17,129.53,8.8,102,    Lv.5 ,5,1123.09万,3328,91,0,0
仙界归来,静夜寄思,完本,都市,544.99,1258.38,128.57,8.6,196,    Lv.5 ,3,915.30万,3042,93,63,0
格斗狂想,铅笔刀,完本,玄幻,479.93,207.67,128.25,8.9,10,    Lv.4 ,5,796.97万,2706,39,0,0
升邪,豆子惹的祸,完本,仙侠,376.25,83.7,128,9.2,1138,    大神 ,5,1132.80万,1953,91,15,0
遗忘国度之神秘徽章,貌似高手,连载,游戏,233.14,723.73,127.14,9.3,15,    Lv.3 ,2,246.50万,439,37,8,0
重生之我为书狂,天下第一白,完本,都市,310,248.16,126.34,9,444,    Lv.5 ,5,1529.51万,2377,123,6,0
大汉骑军,风似刀,连载,历史,323.64,1140.42,126.23,8.4,3,    Lv.1 ,1,276.88万,539,38,0,0
修真四万年,卧牛真人,完本,科幻,698.76,447.71,126.01,9.2,1055,    Lv.5 ,2,1178.25万,1430,93,118,2
完美人生,刀一耕,完本,都市,131.16,742.17,125.51,9,647,    Lv.5 ,3,576.82万,1132,93,24,0
真武世界,蚕茧里的牛,连载,玄幻,554.89,1609.36,124.05,9.1,534,    白金 ,4,1391.01万,2791,159,150,0
调教初唐,晴了,完本,历史,95.55,588.25,123.9,9,142,    大神 ,8,1165.58万,3410,313,3,0
死亡开端,zhttty,完本,玄幻,332.21,421.97,122.26,8.9,569,    白金 ,6,1173.30万,1863,90,1,0
鬼吹灯（盗墓者的经历）,本物天下霸唱,完本,悬疑灵异,463.58,292.12,122.15,9.1,190,    Lv.5 ,2,196.01万,739,39,62,0
偷天,血红,完本,仙侠,319.66,318.29,121.14,9.1,2611,    白金 ,12,3143.95万,4042,186,3,0
废土崛起,通吃道人.QD,完本,科幻,203.59,1020.36,121.07,8.9,620,    Lv.5 ,2,635.90万,862,80,54,0
黄金瞳,打眼,完本,都市,204.55,1060.64,120.37,9,5148,    白金 ,5,1634.94万,2892,320,1945,0
梦想为王,中秋月明,完本,都市,420.22,336.59,120.23,8.9,251,    Lv.5 ,5,1272.91万,1681,40,5,0
侠行天下,zhttty,连载,武侠,20.01,114.96,120,9.1,644,    白金 ,6,1173.30万,1863,93,37,0
琥珀之剑,绯炎,完本,游戏,224.52,686.91,119.84,9.2,2360,    Lv.5 ,3,1032.75万,1826,92,31,0
全能运动员,过关斩将,完本,体育,199.25,1976.7,119.72,9.1,299,    Lv.5 ,3,483.90万,885,92,2,1
至尊无赖,跳舞,完本,玄幻,344.61,874.43,119.28,9,161,    白金 ,9,1707.30万,3357,225,0,0
大圣传,说梦者,连载,仙侠,284.83,587.72,118.57,9.3,2157,    Lv.5 ,2,644.31万,1867,92,8,1
圣堂,骷髅精灵,连载,仙侠,87.48,334.07,118.15,9.1,1553,    白金 ,11,2264.70万,4522,278,5,0
奋斗在红楼,九悟,完本,历史,210.23,357.45,117.28,8.8,528,    Lv.5 ,3,359.44万,1780,90,4,0
黑暗血时代,天下飘火,连载,科幻,51.17,41.77,116.5,9,1817,    大神 ,1,558.06万,1210,93,12,1
天域苍穹,风凌天下,连载,玄幻,366.6,295.75,115.34,9.2,679,    白金 ,5,2340.58万,3242,258,87,0
紫川,老猪,完本,玄幻,338.28,932.25,115.24,9.2,390,    Lv.5 ,3,675.50万,863,39,5,0
飞天,跃千愁,完本,仙侠,669.88,1386.33,114.92,9.2,1210,    大神 ,3,1530.00万,3185,124,141,0
俗人回档,庚不让,完本,都市,632.1,171.29,114.84,9,1048,    大神 ,1,427.29万,1151,71,111,0
夜天子,月关,完本,历史,252.97,138,114.68,9.3,1147,    Lv.5 ,7,2034.71万,3062,248,15,0
一世之尊,爱潜水的乌贼,完本,玄幻,20.06,108.4,114.59,9.3,1354,    白金 ,6,1523.31万,2350,326,51,1
天才相师,打眼,完本,都市,372.53,154,114.32,9.2,6632,    白金 ,5,1634.94万,2892,326,170,0
间客,猫腻,完本,玄幻,311.77,104.98,114.1,9.1,4150,    白金 ,6,1688.03万,3737,326,56,0
黑铁之堡,醉虎,连载,玄幻,391.36,340.68,114.09,9.2,932,    大神 ,2,941.42万,2494,92,26,0
傲世九重天,风凌天下,连载,玄幻,258.97,294.45,113.99,9.3,8661,    白金 ,5,2340.58万,3242,326,90,0
武动乾坤,天蚕土豆,完本,玄幻,271.89,130.28,113.88,9,6190,    Lv.5 ,3,1418.46万,2962,326,972,0
民国之文豪崛起,王梓钧,完本,历史,130.65,234.14,112.07,8.8,1096,    Lv.5 ,3,352.54万,1478,92,32,0
江山美色,墨武,完本,历史,296.91,1482.7,111.91,9,274,    Lv.4 ,4,976.22万,1930,318,5,0
择天记,猫腻,连载,玄幻,443.88,841.45,111.36,8.8,1180,    白金 ,6,1688.03万,3737,103,69,1
神印王座,唐家三少,连载,玄幻,138.28,1086.64,111.06,9.2,3473,    白金 ,19,3995.09万,5039,310,87,0
蛊真人,蛊真人,连载,仙侠,778.1,179.65,110.22,9.2,1898,    Lv.5 ,3,956.50万,2779,93,377,5
网游之天地,隐为者,完本,游戏,253.13,1113.12,109.45,8.7,43,    大神 ,17,2538.77万,4973,40,10,0
造化之门,鹅是老五,完本,仙侠,166.58,2359.84,109.41,9.1,996,    白金 ,6,1948.10万,2715,326,50,0
奥术神座,爱潜水的乌贼,完本,玄幻,80.43,778.39,109.18,9.3,2839,    白金 ,6,1523.31万,2350,310,9,0
张三丰异界游,写字板,完本,玄幻,265.81,301.11,108.53,9,89,    白金 ,7,2189.42万,3829,288,11,0
武炼巅峰,莫默,连载,玄幻,517.76,728.21,108.45,9.1,1085,    大神 ,4,1988.31万,3981,93,1467,2
通天仙路,苍天白鹤,连载,玄幻,375.34,1125.77,108.21,9.3,1421,    Lv.5 ,10,3280.77万,3929,91,8,0
大汉帝国风云录,猛子,完本,历史,215.69,400.48,107.75,8.9,73,    Lv.3 ,7,1730.36万,3196,40,2,0
寸芒,我吃西红柿,完本,仙侠,194.27,1158.17,107.72,9.1,394,    白金 ,9,2603.36万,4200,259,5,0
酒神,唐家三少,完本,奇幻,178.19,464.63,107.55,8.9,2952,    白金 ,19,3995.09万,5039,310,121,0
重生之神级败家子,辰机唐红豆,完本,都市,483.72,1976.55,107.4,8.7,2908,    大神 ,5,897.67万,1482,248,71,0
老婆爱上我,傲无常,完本,都市,132.65,888.25,106.92,8.9,239,    白金 ,11,1749.31万,3528,92,1,0
大争之世,月关,完本,历史,212.17,69.22,106.69,9,367,    Lv.5 ,7,2034.71万,3062,122,0,0
最强弃少,鹅是老五,完本,仙侠,53.58,866.62,106.54,9.1,3914,    白金 ,6,1948.10万,2715,326,204,0
帝霸,厌笔萧生,连载,玄幻,180.03,177.77,106.52,8.9,863,    大神 ,1,1108.15万,1683,157,538,0
都市超级医圣,断桥残雪,连载,都市,677.18,2055.67,106.47,8.6,239,    大神 ,5,1262.07万,3795,40,886,1
我要做皇帝,要离刺荆轲,完本,历史,228.31,585.33,106.07,9.2,736,    大神 ,3,932.48万,1743,92,11,0
惟我独仙,唐家三少,完本,仙侠,300.46,293.88,105.58,9.1,128,    白金 ,19,3995.09万,5039,168,18,0
异界之极品奶爸,圣骑士的传说,完本,玄幻,293.83,1073.85,105.39,8.9,57,    大神 ,5,1277.24万,2387,183,6,0
天骄无双,跳舞,完本,玄幻,34.25,470.42,104.76,9,2125,    白金 ,9,1707.30万,3357,124,5,0
修炼狂潮,傅啸尘,连载,玄幻,129.8,555.4,104.1,8.4,1130,    大神 ,5,1979.00万,2847,126,86,1
娱乐之荒野食神,祥瑞御妹,连载,都市,329.16,619.12,103.57,8.6,766,    Lv.5 ,2,201.65万,358,93,11,0
巫师之旅,一行白鹭上青天,完本,奇幻,56.28,725.14,103.36,9.3,720,    Lv.5 ,3,599.77万,1235,92,21,0
主神崛起,文抄公,完本,游戏,545.36,188.48,101.17,9,616,    大神 ,5,1162.69万,1596,91,5,0
宠物天王,皆破,连载,都市,200.2,919.79,100.15,9,802,    Lv.5 ,1,333.56万,742,93,239,2
很纯很暧昧,鱼人二代,完本,都市,76.49,583.51,99.67,8.7,768,    白金 ,6,3231.23万,4149,92,51,0
名侦探世界里的巫师,追梦人Love平,连载,二次元,440.3,193.25,98.82,9,537,    Lv.5 ,4,1199.09万,2928,91,120,2
玄案,东方乙,完本,短篇,200.97,192.55,98.7,8.5,15,    Lv.1 ,2,85.54万,545,36,0,0
烽皇,瑞根,连载,玄幻,208.28,376.92,98.43,8.9,211,    白金 ,6,1144.11万,5037,90,2,0
走进修仙,吾道长不孤,完本,仙侠,142.17,301.71,98.05,9.3,424,    Lv.5 ,1,677.31万,1266,71,90,0
迦南之心,绯炎,完本,游戏,257.26,474.16,97.77,9.1,525,    Lv.5 ,3,1032.75万,1826,74,1,0
龙战星野,血红,完本,仙侠,610.62,290.15,96.8,8.4,7,    白金 ,12,3143.95万,4042,38,0,0
大道朝天,猫腻,连载,玄幻,158.58,1078.57,96.75,8.4,1095,    白金 ,6,1688.03万,3737,40,1381,3
苍穹龙骑,华表,完本,玄幻,460.09,458.79,96.63,9.2,674,    大神 ,5,1261.22万,3048,91,7,0
逍遥梦路,文抄公,完本,游戏,306.25,1328.65,95.87,8.7,526,    大神 ,5,1162.69万,1596,38,2,0
惟我神尊,傲无常,完本,玄幻,217.53,965.47,95.22,9,166,    白金 ,11,1749.31万,3528,123,0,0
文化入侵异世界,姐姐的新娘,完本,科幻,378.72,162.05,95,8.8,650,    Lv.5 ,7,861.27万,1985,39,40,0
混在三国当军阀,寂寞剑客,完本,历史,165.86,682.65,93.85,8.7,68,    大神 ,8,1589.10万,3904,241,5,0
逍遥小书生,荣小荣,完本,历史,70.68,334.46,93.81,8.8,610,    Lv.5 ,2,448.58万,897,91,61,1
寒门状元,天子,连载,历史,141.73,614.18,93.19,8.8,230,    大神 ,6,1219.76万,4761,92,123,0
超神机械师,齐佩甲,连载,游戏,121.76,188.7,93.11,9.1,1547,    Lv.5 ,2,314.07万,1113,41,1123,8
篮坛教皇,兔来割草,完本,体育,455.58,489.87,92.4,9,238,    Lv.5 ,6,1209.06万,1878,91,2,0
网游之模拟城市,笨太子,完本,游戏,95.05,4.03,92.33,8.9,70,    Lv.5 ,7,1143.81万,2078,71,0,0
放开那个女巫,二目,连载,奇幻,77.85,23.94,92,9.2,1864,    大神 ,1,319.29万,1062,155,382,4
苍穹之上,石三,连载,仙侠,481.19,293.38,91.73,9.1,477,    白金 ,18,2678.53万,4307,39,47,1
太初,高楼大厦,连载,玄幻,229.67,91.97,91.2,8.4,767,    白金 ,9,1927.89万,3361,277,639,1
回到明朝当王爷,月关,完本,历史,389.25,282.68,90.95,9.1,905,    Lv.5 ,7,2034.71万,3062,320,25,0
琴帝,唐家三少,完本,奇幻,180.31,93.44,90.72,9.1,326,    白金 ,19,3995.09万,5039,318,56,0
美食供应商,会做菜的猫,连载,都市,330.17,177.12,90.64,8.8,1486,    大神 ,1,328.96万,908,248,849,5
纳妾记,沐轶,完本,历史,165.6,982.79,90.62,8.8,111,    大神 ,17,1849.30万,3258,274,3,0
邪神传说,云天空,完本,玄幻,124.5,414.87,90.38,8.9,37,    Lv.3 ,3,517.84万,1260,255,0,0
我欲封天,耳根,连载,仙侠,248.63,212.99,89.92,9.2,4981,    白金 ,7,2221.20万,3291,326,36,0
我是至尊,风凌天下,连载,玄幻,307,1196.45,89.92,8.7,1119,    白金 ,5,2340.58万,3242,80,602,5
最后一个使徒,卷土,连载,玄幻,506.98,700.39,89.9,8.5,368,    Lv.5 ,4,1570.66万,2719,216,1,0
我的1979,争斤论两花花帽,连载,都市,449.17,389.47,89.75,8.6,1237,    Lv.5 ,1,385.73万,968,198,812,2
师士传说,方想,完本,科幻,198.44,709.09,89.58,9.1,190,    Lv.5 ,3,636.55万,1993,314,4,0
道君,跃千愁,连载,仙侠,300.92,87.17,88.84,8.9,1517,    大神 ,3,1530.00万,3185,192,2268,16
神门,薪意,完本,玄幻,202.23,926.86,88.59,9.1,1254,    Lv.5 ,4,633.18万,1371,70,8,0
将夜,猫腻,完本,玄幻,46.95,144.68,88.4,9.3,8468,    白金 ,6,1688.03万,3737,326,175,1
小兵传奇,玄雨,完本,科幻,225.64,1342.97,86.99,9,198,    Lv.5 ,7,1273.89万,1938,40,6,0
白袍总管,萧舒,完本,武侠,65.88,781.84,86.9,9.2,685,    大神 ,4,1808.22万,3959,103,63,0
魔天记,忘语,连载,仙侠,128.53,276.46,86.27,9.2,3098,    白金 ,5,1841.03万,3667,310,36,0
邪影本纪,邪影,完本,游戏,401.94,155.44,86.23,8.9,435,    Lv.4 ,6,1798.30万,3502,69,9,0
无限恐怖,zhttty,完本,科幻,491.71,338.1,86.04,9.2,573,    白金 ,6,1173.30万,1863,244,35,0
这个修士很危险,想见江南,连载,仙侠,364.37,94.25,85.98,9.1,449,    大神 ,1,473.45万,2101,126,137,5
史上最强师兄,八月飞鹰,完本,玄幻,251.52,449.21,85.7,9.1,591,    Lv.5 ,4,969.70万,1666,221,18,0
阳神,梦入神机,完本,仙侠,308.11,380.65,85.47,8.8,3502,    Lv.5 ,3,592.45万,2022,325,16,0
冠军教父,林海听涛,完本,体育,158.08,672.97,85.38,9.2,155,    白金 ,9,3107.13万,4225,92,3,0
执魔,我是墨水,连载,仙侠,158.07,120.5,85.2,9.2,1365,    Lv.5 ,2,681.06万,992,40,56,3
楚氏春秋,宁致远,连载,历史,242.07,202.61,85.13,8.7,61,    Lv.1 ,1,158.94万,279,135,1,0
流氓高手II,无罪,完本,游戏,560.51,266.36,84.39,9.2,67,    Lv.3 ,4,709.38万,1990,317,1,0
蜀山,流浪的蛤蟆,完本,游戏,108.02,86.76,83.43,9.2,89,    大神 ,11,1244.37万,2637,106,2,0
校园篮球风云,大秦炳炳,连载,体育,302.47,486.22,83,9.4,48,    Lv.2 ,1,227.78万,281,74,2,0
偷香,墨武,连载,历史,488.31,265.24,82.92,9.2,297,    Lv.4 ,4,976.22万,1930,154,4,0
盗天仙途,荆柯守,连载,仙侠,249.34,986.18,82.76,8.7,540,    大神 ,9,1874.79万,3436,90,15,2
唐砖,孑与2,完本,历史,170.03,1144.69,82.74,9.2,3731,    白金 ,4,1403.85万,2275,325,169,1
陈二狗的妖孽人生,烽火戏诸侯,完本,都市,193.02,113.74,82.58,8.7,657,    Lv.5 ,2,117.41万,1194,153,42,0
寻情仙使,陈风笑,连载,仙侠,125.81,768.2,82.57,9.2,247,    大神 ,3,1044.04万,3642,71,1,0
顾道长生,睡觉会变白,完本,都市,397.47,1238.17,82.48,8.8,884,    Lv.5 ,2,485.84万,1392,93,32,0
奶爸的文艺人生,寒门,完本,都市,1401.32,2639.28,81.98,8.7,912,    Lv.5 ,4,855.53万,1382,113,31,0
守望黎明号,黑袍雷斯林,完本,科幻,209.34,831.01,81.91,9.2,588,    Lv.5 ,4,679.49万,1322,91,3,0
帝尊,宅猪,完本,仙侠,268.02,1080.07,81.68,9.2,1113,    白金 ,7,2072.61万,3018,93,30,0
机动风暴,骷髅精灵,连载,科幻,144.41,258.02,81.44,8.9,233,    白金 ,11,2264.70万,4522,245,6,0
大明文魁,幸福来敲门,连载,历史,383.03,638.54,81.43,9.3,260,    Lv.5 ,4,776.00万,2430,90,148,8
道缘儒仙,鬼雨,完本,仙侠,142.06,1040.19,81.35,8.8,24,    Lv.4 ,4,563.68万,1250,37,0,0
一剑飞仙,流浪的蛤蟆,连载,仙侠,410.91,128.96,81.03,9,218,    大神 ,11,1244.37万,2637,154,2,0
斗铠,老猪,连载,玄幻,173.54,1211.71,80.46,9.1,1169,    Lv.5 ,3,675.50万,863,90,3,0
人道天堂,荆柯守,完本,科幻,244.6,1085.04,80.35,8.9,164,    大神 ,9,1874.79万,3436,123,1,0
大夏纪,博耀,连载,仙侠,804.86,605.36,80.28,8.9,341,    Lv.5 ,2,1053.79万,1399,39,17,0
最强反套路系统,太上布衣,连载,仙侠,677.93,431.54,80.22,9.1,4500,    大神 ,3,686.43万,1424,72,576,0
黑卡,萧瑟良,完本,都市,147.29,821.88,79.84,8.5,268,    大神 ,3,841.28万,2673,92,12,0
浴火焚神,傲无常,完本,玄幻,191.84,164.98,79.58,8.4,2,    白金 ,11,1749.31万,3528,91,0,0
天唐锦绣,公子許,连载,历史,379.59,224.64,79.54,8.4,269,    Lv.5 ,2,532.86万,952,91,618,1
修真研究生生活录,断桥残雪,完本,仙侠,179.42,546.33,79.38,8.9,139,    大神 ,5,1262.07万,3795,91,10,0
灵域,逆苍天,连载,玄幻,314.6,991.84,79.08,9.1,1055,    Lv.5 ,3,1215.98万,3021,124,2,0
孤星传说,木斧头,完本,游戏,450.56,900.04,79.05,7.7,3,    Lv.1 ,3,166.63万,740,37,0,0
武当传人在异界,翔炎,完本,玄幻,447.57,137.37,78.99,8.6,75,    Lv.4 ,6,662.49万,1878,37,0,0
大豪门,不信天上掉馅饼,完本,仙侠,189.69,121.62,78.93,9.1,784,    Lv.4 ,4,940.26万,2741,155,0,0
大自在天尊,零下5度01,完本,玄幻,293.72,605.02,78.58,9.1,335,    Lv.3 ,5,800.34万,1499,38,0,0
间谍的战争,如水意,连载,军事,406.18,633.4,77.81,8.9,298,    大神 ,2,976.69万,1895,40,338,4
韩娱之勋,呓语痴人,连载,都市,155.59,128.35,77.61,9.1,514,    Lv.5 ,3,1115.40万,2084,91,3,0
最强吕布之横扫千军,讳岩,连载,历史,311.1,186.13,77.59,9.2,198,    Lv.5 ,4,1411.50万,1752,37,2,0
六迹之大荒祭,萧鼎,完本,仙侠,80.02,650.77,77.52,8.6,73,    Lv.5 ,4,373.40万,662,37,0,0
灵山,徐公子胜治,完本,仙侠,729.95,135.46,77.29,9,378,    大神 ,8,1583.01万,3325,91,0,0
重生之财源滚滚,老鹰吃小鸡,完本,都市,240.6,247.2,76.76,8.6,502,    Lv.5 ,2,1142.62万,1461,41,83,0
六迹之梦域空城,烟雨江南,完本,科幻,223.23,487.02,76.38,8.6,153,    Lv.4 ,4,409.89万,698,38,5,0
宝鉴,打眼,完本,都市,503.22,193.05,76.24,9.1,1906,    白金 ,5,1634.94万,2892,154,65,0
捡宝王,全金属弹壳,完本,都市,247.05,244.69,76.06,8.7,455,    Lv.5 ,5,1421.04万,1439,91,18,0
重生于康熙末年,雁九,完本,历史,262.07,128.68,75.99,8.9,1637,    大神 ,5,997.58万,1823,70,6,0
直死无限,如倾如诉,完本,科幻,134.88,463.09,75.91,8.9,1049,    Lv.5 ,3,1334.78万,1946,92,14,0
深渊主宰,诸生浮屠,连载,游戏,262.74,88.6,75.8,9.2,733,    Lv.5 ,5,523.69万,2261,155,1,0
草根石布衣,中秋月明,完本,都市,603.51,90.75,74.67,9.2,259,    Lv.5 ,5,1272.91万,1681,92,10,0
临高启明,吹牛者,连载,历史,240.99,1084.33,74.64,9.1,1089,    Lv.5 ,1,751.34万,2276,69,13,0
高手寂寞,兰帝魅晨,完本,游戏,147.09,1115.21,74.15,9.3,104,    Lv.4 ,10,1502.56万,2728,108,3,0
超品巫师,九灯和善,连载,都市,203.89,126.07,73.9,8.5,178,    大神 ,2,1231.26万,1860,39,322,0
官居一品,三戒大师,完本,历史,389.64,527.97,73.72,9.1,2730,    白金 ,5,1569.65万,2807,122,47,0
最强反派系统,封七月,完本,武侠,446.64,226.5,73.56,9,590,    Lv.5 ,2,764.21万,1073,93,38,0
异界之光脑威龙,苍天白鹤,完本,玄幻,132.6,1244.12,72.83,8.8,146,    Lv.5 ,10,3280.77万,3929,302,0,0
大宋的智慧,孑与2,完本,历史,170.75,799.03,72.74,9.2,1244,    白金 ,4,1403.85万,2275,326,74,0
战国福星大事记,冬天里的熊,完本,历史,342.75,171.8,72.66,8.6,17,    Lv.1 ,1,233.14万,987,36,0,0
商业三国,赤虎,完本,历史,180.84,1202.8,72.36,8.9,19,    大神 ,6,1119.84万,2456,286,1,0
地师,徐公子胜治,完本,都市,291.22,455.56,72.31,9.1,1739,    大神 ,8,1583.01万,3325,92,0,0
幻游猎人,纪茗,连载,科幻,116.89,515.84,72.23,9.3,1144,    Lv.5 ,6,292.21万,730,91,115,5
极品修真强少,鱼人二代,完本,都市,126.34,367.35,72.21,8.9,245,    白金 ,6,3231.23万,4149,92,21,0
纨绔才子,墨武,完本,都市,202.2,137.24,72.03,8.9,78,    Lv.4 ,4,976.22万,1930,91,1,0
都市之国术无双,鱼儿小小,完本,都市,345.43,228.77,71.84,8.9,249,    Lv.5 ,3,672.84万,1368,91,5,0
永恒国度,孤独漂流,连载,仙侠,421.34,132.91,71.62,8.8,374,    Lv.5 ,9,1981.20万,3962,90,973,2
唐朝小闲人,南希北庆,完本,历史,272.5,96.05,71.38,9.1,171,    大神 ,3,1670.52万,2224,91,8,0
无限未来,zhttty,连载,科幻,486.24,550.4,70.94,9,113,    白金 ,6,1173.30万,1863,89,0,0
三国之召唤猛将,青铜剑客,完本,历史,157.62,684.44,70.67,8.8,422,    Lv.5 ,4,629.55万,1155,92,21,0
宋时归,天使奥斯卡,连载,历史,431.61,154.65,70.62,9,1382,    Lv.4 ,4,788.94万,1303,92,0,0
幻想世界大穿越,辰一十一,连载,科幻,91.78,2081.19,70.45,9,679,    Lv.5 ,2,356.42万,979,92,17,1
限制级巨星,不如踢球,连载,体育,542.11,611.24,70.22,8.6,160,    Lv.5 ,4,1156.92万,2847,91,1,0
神级幸运星,辰机唐红豆,完本,都市,486.5,175.26,70.21,8.4,2008,    大神 ,5,897.67万,1482,92,12,0
申公豹传承,第九天命,完本,仙侠,168.57,625.72,70.13,9,274,    Lv.5 ,4,1411.51万,1984,92,7,0
我是大玩家,会说话的肘子,完本,都市,240.18,115.96,69.8,9.1,547,    大神 ,3,591.16万,982,93,51,1
曹贼,庚新,完本,历史,166.87,626.86,69.07,9.1,1933,    大神 ,12,1777.99万,2986,122,7,0
宋风,戒念,完本,历史,244.45,1034.65,68.85,8.8,52,    Lv.4 ,3,337.17万,1052,38,0,0
异界重生之打造快乐人生,从容,连载,玄幻,105.31,1197.55,68.47,8.9,497,    Lv.1 ,2,372.99万,979,69,0,0
韩警官,卓牧闲,完本,都市,304.36,502.65,68.25,9.2,236,    Lv.5 ,4,694.90万,1300,91,24,0
大唐风华路,山下出水,完本,历史,132.08,729.84,68.15,8.7,440,    Lv.5 ,3,326.73万,614,92,16,0
电影教师,青城无忌,连载,都市,309.31,119.19,68.08,9.2,248,    Lv.5 ,2,376.51万,1034,91,3,0
还看今朝,瑞根,连载,都市,173.87,644.62,67.44,8.7,390,    白金 ,6,1144.11万,5037,39,244,2
扬眉,无罪,完本,游戏,350.06,351.13,66.78,8.9,18,    Lv.3 ,4,709.38万,1990,91,0,0
独闯天涯,蝴蝶蓝,完本,游戏,45.9,213.84,66.71,9.2,716,    白金 ,6,1461.02万,3544,39,5,0
大道独行,雾外江山,完本,仙侠,485.52,787,66.69,9.1,899,    Lv.5 ,4,1203.87万,2259,185,0,0
大数据修仙,陈风笑,连载,仙侠,192.1,675.1,66.61,8.5,343,    大神 ,3,1044.04万,3642,40,66,5
刀镇星河,开荒,连载,玄幻,475.23,568.3,66.34,9.2,353,    大神 ,7,2173.91万,3746,89,32,2
仙遁,蛇吞鲸,完本,仙侠,101.81,202.24,66.32,8.5,24,    大神 ,8,1708.20万,3071,90,0,0
星耀幻世,夜神舞.QD,连载,仙侠,131.99,36.25,66.25,8.7,31,    Lv.1 ,3,274.14万,522,75,0,0
混乱战神,撞破南墙,完本,玄幻,394.04,98.25,65.96,8.7,555,    Lv.5 ,7,1709.05万,4475,92,0,0
银河霸主饲养手记,月面,连载,科幻,324.94,122.33,65.93,9.1,355,    Lv.5 ,3,398.52万,1463,91,3,0
星际盗墓,古剑锋,完本,科幻,139.78,1420.3,65.86,8.7,49,    大神 ,7,2149.81万,3585,38,5,0
炼宝专家,风起闲云,完本,仙侠,156.1,725.92,65.55,8.6,19,    Lv.5 ,5,1466.57万,3329,121,0,0
踏破虚空,妒风流,完本,游戏,259.37,653.1,65.53,8.6,22,    Lv.1 ,2,266.50万,593,37,0,0
武道天下,邪影,连载,玄幻,308.97,166.49,65.39,9.2,178,    Lv.4 ,6,1798.30万,3502,123,7,1
超级玩家,黯然销魂,完本,游戏,209.24,742.19,64.8,8.4,9,    Lv.3 ,13,1879.03万,3469,75,0,0
无敌黑拳,大大王,完本,武侠,512.47,547.1,64.74,9.1,41,    Lv.2 ,2,222.17万,598,92,0,0
风姿物语,罗森,完本,玄幻,91.46,167.04,64.74,9.4,11,    Lv.5 ,2,444.51万,1149,38,0,0
张三丰弟子现代生活录,断桥残雪,完本,仙侠,180,468.48,64.63,8.9,83,    大神 ,5,1262.07万,3795,71,0,0
乱清,青玉狮子,连载,历史,202.54,785.22,64.55,9,468,    Lv.5 ,1,571.04万,1881,69,29,2
异域人生,西北苍狼,完本,历史,213.38,94.02,64.41,7.3,2,    Lv.1 ,1,198.76万,689,165,0,0
大明妖孽,冰临神下,完本,历史,118.25,922.77,64.16,9.2,238,    Lv.5 ,6,1277.30万,2098,37,7,0
禁区之雄,林海听涛,完本,体育,362.41,694.81,64.08,9.2,1626,    白金 ,9,3107.13万,4225,184,5,0
重生成妖,蛇吞鲸,完本,仙侠,198.76,689.08,63.97,8.6,38,    大神 ,8,1708.20万,3071,90,4,0
仙界修仙,莫默,完本,仙侠,160.27,498.38,63.81,8.9,51,    大神 ,4,1988.31万,3981,122,0,0
长生不死,观棋,完本,仙侠,302.17,771.66,63.78,9.1,1336,    Lv.3 ,4,887.38万,1596,91,8,0
